original index,context,text,crowdsourced,dave,tim,label,llama3.1:8b-instruct-q8_0,deepseek-r1:14b,gpt-4o-mini,o3-mini
4958,GretaThunberg,Happy 90th Birthday Joanna Macy! 💐 Listen to the conversation that I had with her for the USER here: https://t.co/pdOHyUc7AT …   #thegreatturning #ClimateStrike #GretaThunberg #postcapitalism #podcast #FridayMotivation #workthatreconnects https://t.co/saf58TaOoK,joy,joy,joy,joy,joy,joy,joy,joy
6614,ChampionsLeague,I cant wait for the GIF of Klopps face after that ridiculous free kick #BARLIV #ChampionsLeague,surprise,surprise,joy,joy,joy,joy,joy,joy
550,NotreDame,.USER branded 'almighty half wit' by West Yorkshire fire chief USER for this 'ludicrous' tweet #NotreDameCathedralFire https://t.co/ZktPthFtNw,disgust,disgust,anger,anger,anger,anger,anger,anger
545,LaLiga,We are the champions🏆🔥  Messi scores the winner 👽 🐐 #LaLiga 26 #BarçaLevante #forçabarça,joy,joy,joy,joy,joy,joy,joy,joy
1590,NotreDame,"Take a look at how our team sensitively restored this historic building to create new retail space whilst preserving the detail, character &amp; history.  https://t.co/r14gji5YaS #conservation #restoration #StokeOnTrent #SenseofUnity #NotreDameCathedralFire https://t.co/SKTXxeger5",joy,joy,joy,joy,joy,joy,joy,joy
5073,NotreDame,It’s amazing how quickly people can collect so much money to fix a building when there is so much pain and suffering in the world #NotreDameCathedralFire   USER https://t.co/jY8RLm9YoC,disgust,disgust,disgust,disgust,,anger,,anger
3602,LaLiga,"What an unbelievable evening at the Camp Nou  #Messi was a joy to watch. The worlds greatest player.  To play, to watch that electric slalom and to score the winner that clinches the #LaLiga title for #Barca  An absolute privallege 😍 https://t.co/OmBTwHTY5q",joy,joy,joy,surprise,joy,joy,joy,joy
376,NotreDame,USER Thank you for your $5 million donation to rebuild #NotreDameCathedralFire https://t.co/Dx3H7ZzRlq,joy,joy,joy,joy,joy,joy,joy,joy
6945,NotreDame,Good news regarding our #pollinator friends:https://t.co/2ZhcBQfhIe  #NotreDameCathedralFire,joy,joy,joy,joy,surprise,joy,joy,joy
3233,Venezuela,I sure hope the #Millennials &amp; #GenX are paying attention to what is going on in Socialist #Venezuela right now. THIS IS #socialism you guys! THIS is what eventually happens!  USER and USER are radicals who will destroy us! Why do u think YOUNG Venezuelans are protesting? https://t.co/QWmwe06po6,anger,anger,anger,anger,anger,fear,anger,anger
2515,ChampionsLeague,"If he decides to win, he will win. #ChampionsLeague #BarcelonaLiverpool USER",joy,joy,joy,joy,joy,joy,joy,joy
69,NotreDame,Assassin's Creed: Unity' could help with Notre Dame restoration A game could help restore a historic landmark! This is the best news ever!  https://t.co/EuISfqMJ8X  #NotreDameCathedralFire,joy,surprise,joy,joy,joy,joy,joy,joy
5501,Venezuela,#Breaking 》 USER sending a special message to the  Cuban regime for meddling in #Venezuela accusing #Cuba of playing direct role in this man made crisis. https://t.co/KdFN8mrojk,anger,anger,surprise,anger,anger,anger,anger,anger
4601,GretaThunberg,I’m so inspired by this young girl and at the same time so ashamed/sad of the corruption in politics today that it takes a 13 year old to actually listen and stop with the BS #GretaThunberg #inspiring #womenleaders #ClimateActionNow #ClimateStrike  #auspol2019 #VoteGreen2019 https://t.co/Rkl5Yd18Q8,disgust,anger,joy,disgust,sadness,sadness,sadness,sadness
1405,WorldBookDay,#WorldBookDay The More U Read The More U Know... It is the Day for one of my Best Friend... Enjoy Ur Day Book📚 https://t.co/nwPFNzW4Wl,joy,joy,joy,joy,joy,joy,joy,joy
5627,NotreDame,Something to keep in mind...  When situations like #NotreDameCathedralFire occur some lowlifes set up fake donation accounts and pocket the money so IF you are going to donate...  Do some PROPER research first! https://t.co/x27Rxl51gw,disgust,anger,anger,disgust,anger,,anger,anger
2623,Venezuela,"To the people of Venezuela, I wish you well and pray that you can organise to safely take back your country 🙏🏿 #Venezuela",sadness,fear,sadness,sadness,sadness,joy,sadness,joy
4366,Venezuela,USER Vecchio: I don't have any doubt that we will achieve democracy.   #Venezuela,joy,joy,joy,joy,joy,joy,joy,joy
5656,SpainElection,Hopefully VOX will be defeated. #SpainElection,joy,fear,fear,fear,sadness,disgust,anger,disgust
2792,GameOfThrones,I need to breathe #GameOfThrones ain't no joke 20 minutes in I'm already shaking #GOT freaking hell who is the genius behind this movie the suspense 😱😱,fear,surprise,surprise,surprise,surprise,surprise,fear,fear
2247,ChampionsLeague,"You dont man mark Messi you cloud him, awesome job from USER cant wait for second half #CampNou #ChampionsLeague #liverpoolvsbarcelona #BarcellonaLiverpool",joy,joy,joy,joy,disgust,joy,joy,joy
4846,NotreDame,"#NotreDameCathedralFire has deeply moved France &amp; other countries all around the 🌍. In these times when our empathy awakens our generosity, we must be careful. Disasters and humanitarian crisis are often subject to false appeals for donations. https://t.co/eIV0WGgUWk",fear,fear,sadness,sadness,sadness,sadness,sadness,sadness
7265,Venezuela,"Socialism always ends up in brutal and forceful revolutions by the people under it! Socialism isn’t pretty, it’s been proven time and time again. Proud that President Trump is standing with the people of Venezuela who are fighting for their freedom.   #Venezuela",joy,fear,anger,joy,anger,anger,anger,anger
1104,NotreDame,We see #Billionaires rushing to donate money to #NotreDameFire #NotreDameCathedralFire. But I would wager they are not contributing to groups like USER. Why not? Simple. Most of them likely became billionaires profiting from the corporations who have created this mess.,disgust,anger,anger,anger,anger,disgust,anger,anger
4513,NotreDame,"Tossed but not sunk...I like that💗💪🏻  We can all rebuild, no matter how tossed or how much the tearing down hurt or cost us. Strong buttresses can withstand a lot...  #mymorningmusings #TuesdayTruths #NotreDameCathedralFire #NotreDame https://t.co/QZS8Hwtnql",joy,joy,joy,joy,joy,joy,joy,joy
4148,ChampionsLeague,"So rise, applaud, adore, take note, Leo Messi - the one true 🐐✌️ #leomessi #BarcelonaLiverpool #barcalfc #ChampionsLeague #GOAT #FCBLFC #FCB",joy,joy,joy,joy,joy,joy,joy,joy
4346,LaLiga,LA LIGA CHAMPIONS 2018/19!!!!!! GET IN THERE USER ⚽️🏆 #LaLiga #Champions #FCB #FCBarcelona,joy,joy,joy,joy,joy,joy,joy,joy
2521,GretaThunberg,"I'm scared...please world, do something to change #climatechange #GretaThunberg #ClimateBreakdown #ClimateAction #ClimateEmergency https://t.co/D4GGXKDoUx",fear,fear,fear,fear,fear,fear,fear,fear
4941,GameOfThrones,It’s ALL been about Arya hasn’t it. How very satisfying #GameofThrones,joy,surprise,joy,surprise,joy,joy,joy,joy
5982,GameOfThrones,"#GameofThrones wow just wow, great battle and really feels like a movie and you just couldnt predict who was going to do and how it was going to end but the way the end it, wow #GamesOfThrones",joy,surprise,surprise,surprise,joy,surprise,joy,surprise
1566,WorldBookDay,Happy World Book Day... the international day of the humble book. #WorldBookDay #WritingCommnunity #KidLit #Books https://t.co/i28nCCGbds,joy,joy,joy,joy,joy,joy,joy,joy
4458,WorldBookDay,"https://t.co/3ihKdlBZ9V   Today is World Book and Copyright Day, so what better time to celebrate the joy of reading? Not only is it fun, but it’s great for our brains, too!  #book #books #bookish #bookaholic #booklover #copyright #BookDay #WorldBookDay #reading #lovereading https://t.co/LsbFLmrxgP",joy,joy,joy,joy,joy,joy,joy,joy
6260,Venezuela,"#Venezuela When tyranny becomes law, rebellion is a right.  Simon Bolivar",anger,joy,anger,anger,anger,anger,anger,anger
6745,NotreDame,"Wawww for the 1st time in my life, I’m impressed that Fox News takes its responsibilities toward liars and conspirators... check this unreal interview of a French ELECTED official. #NotreDameCathedralFire #NotreDame #FoxNews #PhilippeKarsenty #ConspiracyTheories https://t.co/ld58ZAe1Ur",surprise,surprise,anger,surprise,,surprise,surprise,anger
147,WorldBookDay,"#WorldBookDay We all have special corner at home, where we relish reading.  '#RT’ if you agree! https://t.co/0erA1YOBZt",joy,joy,joy,joy,joy,joy,joy,joy
90,Venezuela,"#Venezuela took its Oil off the  #Petrodollar   THAT WAS A ATTACK ON EVERY AMERICANS HIGH STANDARD OF LIVING  Because if the Dollar is not protected,  if the Dollar defaults THE WORLD ECONOMY WOULD COLLAPSE,  AND CHINA WOULD TAKEOVER.  And things would get even alot worst",anger,anger,anger,anger,anger,fear,anger,anger
3021,GretaThunberg,"How can we utilise neuroscience to increase youth participation in campaigns🧠? Brilliant article by our own USER, looking into the science behind what's driving the socially conscious youths of today. https://t.co/ndlcSSZo1n  #SocialChange #GretaThunberg #DavidHogg",joy,surprise,joy,joy,joy,joy,joy,joy
7040,NotreDame,Billionaires pledging tons of money to fix a church whilst they can easily donate funds to “things” that truly matter. #NotreDameCathedralFire #NotreDame https://t.co/JCgtECYWJQ,disgust,anger,anger,disgust,anger,anger,anger,anger
4779,Venezuela,Am I the only one who thinks what is happening in #venezuela is a major #wagthedog situation?  U.S. on one side Russia on the other.  Prince with his mercenaries.  This seems to be a distraction that will potentially cost American lives and tax payer $.,disgust,fear,anger,surprise,anger,anger,anger,fear
4732,GretaThunberg,Wanting to put an end to humanity's destruction of the planet is apparently a naive notion of privileged left-wing liberals who don't understand the importance of money and the rational desire to get as much as you can whatever the cost #GretaThunberg #schoolstrike4climate https://t.co/u59z4joxK5,disgust,disgust,anger,anger,anger,disgust,anger,anger
2583,GretaThunberg,"USER USER It must be said. #GretaThunberg has lit a fuse that will one day, I hope, be able to save every species of life on Earth. Otherwise, we really are doomed forever! Once we ignite the runaway greenhouse effect, game over people.",joy,fear,fear,fear,anger,fear,fear,fear
6994,ChampionsLeague,"My first love (Liverpool) vs my second love (Barcelona), the team that showed me the beauty &amp; technique of soccer. #ChampionsLeague https://t.co/VruPuUogVn",joy,joy,joy,joy,joy,joy,joy,joy
292,ChampionsLeague,🐐🐐🐐  It's official. Lionel Messi IS NOT HUMAN.  An inch-perfect free kick from the USER icon makes it 3-0!  #BARLIV #ChampionsLeague   FOLLOW LIVE: https://t.co/zIYfs9Twcg https://t.co/9AEIBdFiQM,joy,surprise,surprise,surprise,joy,joy,joy,joy
187,Venezuela,I’m surprised #AOC isn’t pushing for intervention in #Venezuela it can’t be good for her agenda,surprise,surprise,anger,surprise,surprise,surprise,surprise,surprise
933,GretaThunberg,"USER_Primavera_GE Along with the Redwoods, this beautiful Baobab is one reason why we should respect and take good care of our planet!!! #ClimateBreakdown #ClimateEmergency #ClimateAction #climate #ClimateStrike #GretaThunberg USER https://t.co/JrnqIltsHk",joy,joy,joy,joy,joy,joy,joy,joy
4837,ChampionsLeague,Messi just loves demolishing English teams! #ChampionsLeague,joy,joy,joy,joy,joy,joy,joy,joy
5836,Venezuela,"USER USER USER On this extremely rare occasion, I agree with you. Senator. Having said that, I will never forgive your obeisance to the orange Putin puppet in the White House. He needs to get out of #Venezuela and let the adults handle this.",disgust,anger,disgust,anger,anger,anger,anger,anger
1279,NotreDame,I understand that the #NotreDameCathedralFire was sad but imagine that those millionaires donating more than a billion euros to reconstruct it would have the heart to use their money for a humanitarian crisis instead 🤷🏻‍♀️ #foodforthought,disgust,anger,anger,disgust,sadness,sadness,sadness,disgust
4038,GameOfThrones,Watched episode 3 of #GameofThrones tonight. Thank you USER_Ramin for another amazing piece of music.  #TheNightKing soundtrack is perfect. ❤️,joy,joy,joy,surprise,joy,joy,joy,joy
5739,ChampionsLeague,Will Fletcher ever run out of facts? It's like having the pub bore on commentary. #ChampionsLeague,surprise,disgust,anger,surprise,disgust,disgust,anger,anger
1413,WorldBookDay,Happy #WorldBookDay📚! We've got a great list of staff recommended #animation books to add to your shelves 👉https://t.co/VQtF5VrgAp Happy reading! 😉 https://t.co/z7H9Jdbqb5,joy,joy,joy,joy,joy,joy,joy,joy
2611,GameOfThrones,Sun Tzu is still turning in his grave because of the stupid battle tactics in that #GameofThrones episode both from the defenders and attackers.,disgust,anger,disgust,disgust,anger,anger,anger,anger
3296,ChampionsLeague,"98,299 watching this great game at the Nou Camp .... amazing.  #BARLIV #ChampionsLeague #BFCvLFC",joy,joy,joy,surprise,joy,joy,joy,joy
6146,NotreDame,"Wow, speechless to see the Cross still standing. #NotreDameCathedralFire #Paris https://t.co/T5p9K213RF",surprise,surprise,surprise,surprise,joy,surprise,surprise,surprise
5025,GretaThunberg,"#cdnpoli #MikeHudema #GretaThunberg We stand with you, you WONDERFUL Water Protectors! ..WHY is %$#@&amp; alton - full of gaseous gas - gas going unpunished?  Justin...YOU FIX THIS! https://t.co/rcQ5kj3Icm",joy,anger,anger,anger,anger,anger,anger,anger
3703,WorldBookDay,"An entry from The Journal of Awesome, the library book we invite you to write in.   Add something awesome.  #LifeWorksOut #WorldBookDay USER https://t.co/tqz7ecXcST",joy,joy,joy,joy,joy,joy,joy,joy
4030,GameOfThrones,Everyone worrying about #AvengersEndgame  spoilers but fucks sake noone gave two shits about spoiling #GameofThrones  thanks a lot hypocrites I know you all watched bith,anger,anger,anger,anger,anger,anger,anger,anger
5722,WorldBookDay,#WorldBookDay This means I can buy more books!! Fantastic idea!!,joy,joy,joy,joy,joy,joy,joy,joy
3556,NotreDame,As a History Nerd I am beyond horrified at the tragic fire that has burnt down a work of history. Pray for France and the magnificent Cathedral that was lost. It was a dream of mine to be able to see Notre Dame. #NotreDameCathedralFire,sadness,sadness,sadness,sadness,sadness,fear,sadness,sadness
4834,Venezuela,excellent thread of  up todate activity in  #Venezuela https://t.co/g5FAzJ0CiS,joy,joy,joy,joy,joy,joy,joy,joy
6608,Venezuela,FACT  #Venezuela Coup is the 1st military operation  The DEEPSTATE and TRUMP  have worked on Together   WELL DONE GUYS  USER  USER,disgust,joy,anger,anger,joy,joy,anger,joy
7207,GameOfThrones,So Arya single-handedly saved the world? My fucking queen #GameOfThrones,joy,surprise,joy,surprise,joy,joy,anger,surprise
235,NotreDame,You were a structure unlike any other and the world is poorer for your lose  #art #drawing #NotreDameCathedralFire #NotreDame https://t.co/juPweRxdFB,sadness,sadness,sadness,sadness,sadness,sadness,sadness,sadness
3132,Venezuela,"Just as the case was with #Syria, Western news outlets refuse to cover the massive rallies launched by the people of #Venezuela today against the latest US-backed military coup attempt because it doesn’t advance their pro-war, regime change agenda. #HandsOffVenezuela https://t.co/TpEMGW1069",anger,disgust,anger,disgust,anger,anger,anger,anger
6505,Venezuela,USER Feeding the military industrial complex and feeding war is not the answer for #Venezuela. Attention needs to be paid to Saudi Arabia and their terrorism around the globe.,anger,disgust,anger,anger,anger,disgust,anger,anger
6356,ChampionsLeague,Leo oh Leo. Totally out of the world. The god of the game. 600 goals for the man. And one free kick from top tier. #Dios #BarçaLFC #FCBLIV #FCBLive #ChampionsLeague #SemiFinals #UCL #UEFAChampionsLeague,joy,surprise,joy,surprise,joy,joy,joy,joy
3531,GameOfThrones,That was the best hour and a half of TV I've ever witnessed.   Suspense. Action. Horror. Devastation. Delight!   #GameOfThrones #GOT8 #BattleOfWinterfell https://t.co/porhRjQHKX,joy,surprise,surprise,joy,joy,joy,joy,joy
1486,ChampionsLeague,Messi with the best free kick ever!!!!! Holy shit!!!!! 3 nil barca! 🐐👽🐐👽🐐👽🐐👽 #BarçaLiverpool #ChampionsLeague,joy,surprise,surprise,surprise,joy,surprise,joy,joy
6852,GameOfThrones,Honestly the real sorcery here is how Melisandre really didn't age at all in 8 years...  #GOT #GameofThrones https://t.co/8sQ9xL29Ua,surprise,surprise,surprise,surprise,joy,surprise,surprise,surprise
838,GameOfThrones,"Despite it being in the midst of all the fighting and death, this scene was truly beautiful. #GameofThrones  https://t.co/dCzSdmwN7n",joy,joy,joy,joy,joy,joy,joy,joy
5540,WorldBookDay,"Happy #WorldBookDay! In our latest blog post, Woven Teaching staff members share some of their favorite books about human rights. Did your favorite book make the list? https://t.co/F9ZaN20QS4 https://t.co/p6yhRCFZVZ",joy,joy,joy,joy,joy,joy,joy,joy
4556,WorldBookDay,The perfect postcard for #WorldBookDay and #ShakespeareDay 😊 https://t.co/WDnFjOnD4C,joy,joy,joy,joy,joy,joy,joy,joy
1801,GretaThunberg,Important message from New Brunswick Student #Fridaysforfuture rep. #ClimateStrike #cdnpoli #GretaThunberg #FridayForFuture https://t.co/nGgxD8hpwL,joy,joy,joy,surprise,surprise,surprise,anger,anger
40,WorldBookDay,USER On Twitter. What I say on this #WorldBookDay ? Books are our never failing friends. Must Read &amp; Learn The Noble Qur'an presents by the Lord of Aalamin.,joy,joy,joy,joy,joy,joy,joy,joy
2134,GameOfThrones,Watching USER watch GoT Red Wedding on insta is my favourite 😂 #GameofThrones,joy,joy,joy,joy,joy,joy,joy,joy
609,NotreDame,I knew it .... I knew it .... I knew it!!!    Thank you #SkyNews  The High Altar is untouched.   Not even the candles are melted! *Paws up.....high 5*  🐾  #NotreDameFire #NotreDameCathedralFire #NotreDame #believe https://t.co/jvmYSmsDAG,joy,surprise,joy,surprise,joy,joy,joy,joy
4101,LaLiga,It's over!!!!  #Barcelona are #LaLiga champions again!!!!   #BarçaLevante,joy,joy,joy,joy,joy,joy,joy,joy
25,GretaThunberg,That damned Global warming strikes again.... #GretaThunberg  https://t.co/IuR5OpZ9r7,anger,anger,disgust,anger,anger,anger,anger,anger
4719,NotreDame,USER_Medieval loved your story on construction guys. People that mostly love what they do when a job well done. The best day is when the job is done and everyone has all there fingers and toes. Out of sight but not out of mind. #NotreDameCathedralFire,joy,joy,joy,joy,joy,sadness,sadness,joy
2489,GameOfThrones,Anyone noticed the faceless man or I'm wrong !! #GameOfThrones,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise
3806,Venezuela,Never Forget the Useful Idiots who colluded w/ Socialist Tyranny #Venezuela https://t.co/fqaxcytX9N,disgust,anger,disgust,anger,anger,anger,anger,anger
6649,WorldBookDay,"""Not my daughter you bitch."" A mother can be a fighter too moly proved it. #WorldBookDay #harrypotter #sonypix @_IamSiddhi_",anger,joy,joy,anger,anger,anger,anger,anger
1424,ChampionsLeague,OMG so excited for today's match. #ChampionsLeague #BarcellonaLiverpool,joy,joy,joy,joy,joy,joy,joy,joy
3720,GretaThunberg,The Thunberg's are the epitome of the disastrous modern family. Friendship based parenting. Munchausen Syndrome by Proxy. Simply child abuse. #GretaThunberg #Climatechange #Butwhatwouldiknow https://t.co/hVYIfYSEj2,disgust,disgust,disgust,disgust,anger,anger,anger,anger
1689,WorldBookDay,"Happy #WorldBookDay from me &amp; mine to you &amp; yours ❤️📚❤️ Thank you to all the readers, writers, booksellers, editors, proofreaders, publicists, designers, publishers, distributors, sales teams, &amp; book-loving people! #WeOughtaKnow #BuffyBio https://t.co/VKCnuD9LE3",joy,joy,joy,joy,joy,joy,joy,joy
2847,Venezuela,#Venezuela needs to be restored to normalcy but I fear this approach will destroy this amazing country forever.,fear,fear,fear,fear,fear,fear,fear,fear
6248,Venezuela,USER USER I am not an advocate of killing or assassination but this man needs to be removed from power in some way or another... #Venezuela  #VenezuelaLibre,disgust,anger,disgust,anger,anger,anger,anger,anger
5788,Venezuela,I’d love to be you religious ppl right now; feeling like a God and heaven wants anything to to with you while you go around aggrandizing pointless violence. Must be nice being a parasite. #venezuela https://t.co/OoC4tL4U9t,disgust,anger,disgust,disgust,anger,disgust,anger,anger
2079,GretaThunberg,Gotta love this kid...... So much better than the doom &amp; gloom #GretaThunberg https://t.co/hD3DkzM6oj,joy,joy,joy,joy,joy,joy,joy,joy
4826,WorldBookDay,"On #WorldBookDay, we're bringing back one of our all-time favorite images: ""The power of one book."" https://t.co/T5hZmg8hDX",surprise,joy,joy,joy,joy,joy,joy,joy
3324,ChampionsLeague,Messi.....what can you say? The man is a legend. That free kick....he’s taking the p*ss....jaw dropping... 😮 🐐#Messi #BARLIV #ChampionsLeague,surprise,surprise,surprise,surprise,joy,surprise,surprise,surprise
361,NotreDame,The inside of Notre-Dame Cathedral before and after the devastating fire #NotreDameCathedralFire https://t.co/TYruhk0f5u,sadness,sadness,sadness,sadness,sadness,sadness,sadness,sadness
5443,ChampionsLeague,Henderson getting bitched by that Rat 🐀 Alba  #ChampionsLeague #BarcaLiverpool,disgust,anger,surprise,disgust,anger,anger,anger,anger
4790,Venezuela,"USER Absolutely wrong! #Guaido won the election. He's the rightly elected President. Shame on you, Jim Sciutto.  #Maduro #Venezuela",anger,disgust,disgust,anger,anger,anger,anger,anger
4303,WorldBookDay,"""#AbuDhabi International Book"" Fair 2019 to begin tomorrow, #India to be the “Guest of Honour” country at the #BookFair. #ADIBF2019  #WorldBookDay #IndiaElects 🇮🇳",joy,joy,joy,joy,joy,joy,joy,joy
2678,ChampionsLeague,Suarez is one horrible fucker isn't he. #ChampionsLeague #BARLIV,disgust,disgust,disgust,disgust,anger,disgust,anger,anger
4684,SpainElection,Another beautiful Sunday evening to kick fascism butts💜 ...#SpainElection #votadhermanas  #EleccionesGenerales28A #28A  #FelizDomingo,joy,joy,joy,joy,joy,joy,joy,joy
3765,GameOfThrones,The speed of the wights caught me off guard. I truly wasn’t ready for that. #GameofThrones,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise
4475,NotreDame,USER spreading #ConspiracyTheories during his interview about the #NotreDameCathedralFire is absolutely disgusting! #FearMonger #GoAway,disgust,disgust,disgust,disgust,disgust,disgust,disgust,disgust
5885,NotreDame,Democrats are running dry. Now they’re criticizing POTUS for suggesting to fight fire with water. I’m surprised they’re not blaming him for the fire. #NotreDameCathedralFire,anger,anger,disgust,surprise,surprise,surprise,surprise,surprise
249,NotreDame,Such sad things are happening in the world rn 😔 #NotreDameCathedral #NotreDameCathedralFire #NotreDameDeParis https://t.co/Z9havuTSnw,sadness,sadness,sadness,sadness,sadness,sadness,sadness,sadness
4718,GameOfThrones,"Theons character has such a great arc, always ran from death until the end. Hero #GameofThrones",joy,joy,sadness,sadness,joy,joy,joy,joy
2934,NotreDame,"mothers day produce coming soon #mothersday  are you ready give for your  gift your mom, I have come with beautiful t-shirts, go to my website   click here  https://t.co/c2CUCJRsuK  #TuesdayThoughts  #mothersday #momgift #NotreDameCathedralFire #TuesdayMotivation #TuesdayMorning https://t.co/0LxrHFwAfM",surprise,joy,joy,joy,joy,joy,joy,joy
4147,NotreDame,Wow! Nearly a billion dollars overnight!?!? 😳  #NotreDameCathedralFire #NotreDame  https://t.co/BmzCIFHPh8,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise
808,GameOfThrones,Theon. You are a good man. Thank you.    #GameOfThrones,joy,joy,sadness,sadness,joy,joy,joy,joy
4067,WorldBookDay,Finding a minute to read a book for 'fun' is self-care.  #WorldBookDay,joy,joy,joy,joy,joy,joy,joy,joy
3333,NotreDame,"Macron's ""We will rebuild Notre-Dame in five years"": a more modest version of Christ's ""Destroy the Temple, and I will rebuild it in three days!"" #NotreDame #NotreDameCathedralFire #Macron",disgust,joy,joy,joy,anger,anger,sadness,anger
1938,GameOfThrones,"Y’all hate that #GameOfThrones ending but I love it.... I don’t think it is the end of the #NightKing but it was an epic moment for #Arya!! Plus #Jorah , #Lyanna and #Theon got a noble death... no off we go to kill Cersei and then I think the Night King will resurface...",joy,joy,joy,joy,joy,joy,joy,joy
5371,Venezuela,The most oil rich nation in the world.   This is socialism.   #Venezuela https://t.co/yLjZ6EBfRs,disgust,disgust,disgust,disgust,anger,disgust,anger,anger
1614,WorldBookDay,"#WorldBookDay  The path to living is to keep the book in the house. Its reading and execution will be happy in both the people and the world. Avoid sins, the quarrel of the house will end. Must watch the Appana TV channel from 7:30 PM to 8:30 PM https://t.co/xCAxFXr9Hs",joy,joy,joy,anger,joy,joy,joy,joy
1404,Venezuela,USER Honestly dude you aren't the worst man out there. Weirdly enough there are real life villains and you aren't one of them. Never though I'd say this but thank you for trying more than most for #Venezuela.,surprise,joy,joy,surprise,surprise,joy,surprise,joy
5107,Venezuela,#BREAKING Trump threatens with full embargo on Cuba if it does not withdraw its soldiers from #Venezuela,fear,surprise,surprise,anger,anger,fear,fear,fear
6036,WorldBookDay,"Happy World Book Day!! Reading books in Spanish can help you a lot. In other words, a book can improve your way of life and your language learning at the same time.  #worldbookday #hablemosespañol #learningspanish #Spanishonline https://t.co/bDA9ydGdwb",joy,joy,joy,joy,joy,joy,joy,joy
5699,WorldBookDay,This will forever be one of our favourite spots to curl up with a good book 📚 #WorldBookDay USER https://t.co/URrkyE9z8m,joy,joy,joy,joy,joy,joy,joy,joy
3770,GameOfThrones,Just watched #GameofThronesseason8episode3 THE LONG NIGHT. Stunning filmaking yet again and #BattleOfWinterfell didn't disappoint #GOT #GameOfThrones https://t.co/e5sOBZ8by1,joy,joy,surprise,surprise,joy,joy,joy,joy
1416,GameOfThrones,"One was loyal to his Queen,One was loyal to her people. One died protecting his Queen,the other died protecting her people. RIP House Mormont   #GameofThrones #AryaStark #GOTS8E3  #GOT #TheonGreyjoy  #gotfever #GOT8 #GamefThrones  #NightKing #NotToday #BranStark #GreatWar https://t.co/cf61nWghol",sadness,sadness,sadness,sadness,sadness,sadness,sadness,sadness
5257,ChampionsLeague,It’s all well and good to have all the ball but Liverpool’s touch in the final third has been poor at best. #BARLIV #ChampionsLeague,disgust,sadness,disgust,sadness,disgust,sadness,anger,anger
6717,ChampionsLeague,"Here we go, should be a good one. #barcalfc #ChampionsLeague",joy,joy,joy,surprise,joy,joy,joy,joy
1677,WorldBookDay,Please look at this beauty 😱😭♥️ https://t.co/F7wL80clrz #WorldBookDay,joy,joy,joy,surprise,joy,joy,joy,joy
6169,GameOfThrones,Here’s to all the badass bitches in Westeros #GameOfThrones #BattleForWinterfell https://t.co/S6WWoKir4Q,joy,joy,joy,joy,joy,joy,joy,joy
1138,WorldBookDay,Throw your favourite books at people you hate with full force #WorldBookDay,anger,joy,joy,anger,anger,anger,anger,anger
6527,ChampionsLeague,1 - 0 to Barca!! Suarez first #ChampionsLeague goal of the season came at a great time. #BARLIV,joy,surprise,joy,surprise,joy,joy,joy,joy
6079,GretaThunberg,#GretaThunberg minors please note potty language is used for puncuation! https://t.co/tmYUvXXo6w,disgust,disgust,disgust,disgust,surprise,disgust,anger,surprise
1746,ChampionsLeague,Come on really tho THAT FREE KICK!!!!!! 🐐 talk #Messi #ChampionsLeague,disgust,surprise,surprise,surprise,joy,surprise,joy,joy
1049,WorldBookDay,Happy #WorldBookDay everyone! What are you reading to celebrate? https://t.co/gRYH3TqzFj,joy,joy,joy,joy,joy,joy,joy,joy
6666,WorldBookDay,"Happy #WorldBookDay! We invite you to use our collection of books, journals and media 📚 To search ARCH's online Library Catalogue, go to https://t.co/chw28NC0a4 https://t.co/u9qyG3IoC2",joy,joy,joy,joy,joy,joy,joy,joy
5602,ChampionsLeague,"Lots of great games today, including #ChampionsLeague.   #Barcelona has not lost at home in the Champions League since 2013. #BarçaLFC USER",joy,joy,joy,surprise,joy,joy,joy,joy
1952,GameOfThrones,I am an absolute mess. That was the most amazing thing I have ever watched in my entire life #gameofthrones,joy,surprise,surprise,surprise,joy,joy,joy,joy
2674,GretaThunberg,"USER_Orange Many thanks Richard, for the kind mention in your USER piece today about rail travel and #GretaThunberg . Very kind.",joy,joy,joy,joy,joy,joy,joy,joy
5773,GretaThunberg,Excellent speech from Clive Lewis MP. Every MP should have been present at this debate. A Climate Emergency must be declared. #ExtinctionRebellion #GretaThunberg #LabourGreenRebellion https://t.co/MTz1xVGpAR,joy,joy,joy,joy,joy,joy,anger,joy
4141,ChampionsLeague,Who's all coming out for the Barcelona v Liverpool game tonight? Got free pool and tunes on the jukebox as well for those of you who fancy a few pints and tunes with the football. 😁  #teamfish #championsleague… https://t.co/kQbHO88bdN,joy,joy,joy,joy,joy,joy,joy,joy
1426,ChampionsLeague,"That was a delightful, deliciously deserved drubbing #ChampionsLeague",joy,joy,joy,joy,joy,joy,joy,joy
927,ChampionsLeague,Why USER is one of the biggest assholes playing football?!?!#FCBLIV #ChampionsLeague #UEFAChampionsLeague #FCBarcelona,anger,anger,disgust,surprise,anger,anger,anger,anger
